year,age,sex,qx_annual
2015,36,T,0.000827
2015,37,T,0.000869
2015,38,T,0.000932
2015,39,T,0.001012
2015,40,T,0.001117
2015,41,T,0.001267
2015,42,T,0.001286
2015,43,T,0.001597
2015,44,T,0.001693
2015,45,T,0.001942
2015,46,T,0.002065
2015,47,T,0.002364
2015,48,T,0.002506
2015,49,T,0.002674
2015,50,T,0.003011
2015,51,T,0.003279
2015,52,T,0.003524
2015,53,T,0.003875
2015,54,T,0.004411
2015,55,T,0.004835
2015,56,T,0.005247
2015,57,T,0.005743
2015,58,T,0.006094
2015,59,T,0.006598
2015,60,T,0.007127
2015,61,T,0.007517
2015,62,T,0.008013
2015,63,T,0.008636
2015,64,T,0.009078
2015,65,T,0.00974
2015,66,T,0.010227
2015,67,T,0.010711
2015,68,T,0.011717
2015,69,T,0.012442
2015,70,T,0.013785
2015,71,T,0.014837
2015,72,T,0.015995
2015,73,T,0.017292
2015,74,T,0.019138
2015,75,T,0.020787
2015,76,T,0.023358
2015,77,T,0.025413
2015,78,T,0.028377
2015,79,T,0.03206
2015,80,T,0.036486
2015,81,T,0.042438
2015,82,T,0.048284
2015,83,T,0.05504
2015,84,T,0.062618
2015,85,T,0.071145
2015,86,T,0.08187
2015,87,T,0.092514
2015,88,T,0.105514
2015,89,T,0.120946
2015,90,T,0.137614
2015,91,T,0.156089
2015,92,T,0.17272
2015,93,T,0.198283
2015,94,T,0.221906
2015,95,T,0.242953
2015,96,T,0.26929
2015,97,T,0.297156
2015,98,T,0.333018
2015,99,T,0.36536
2015,00,T,0.407015
2015,01,T,0.439053
2015,02,T,0.495684
2015,03,T,0.588813
2015,04,T,0.616414
2015,05,T,0.634102
2015,06,T,0.640659
2015,07,T,0.683533
2015,08,T,0.717453
2015,09,T,0.763198
2015,10+,T,0.851229
2016,0,T,0.003616
2016,1,T,0.000238
2016,2,T,0.000178
2016,3,T,0.000126
2016,4,T,9.8e-05
2016,5,T,0.000101
2016,6,T,8.7e-05
2016,7,T,6.8e-05
2016,8,T,6e-05
2016,9,T,6.1e-05
2016,10,T,7.9e-05
2016,11,T,6.9e-05
2016,12,T,6.8e-05
2016,13,T,8.5e-05
2016,14,T,0.000122
2016,15,T,0.000154
2016,16,T,0.000153
2016,17,T,0.000225
2016,18,T,0.000303
2016,19,T,0.00036
2016,20,T,0.000364
2016,21,T,0.000368
2016,22,T,0.000404
2016,23,T,0.000443
2016,24,T,0.000404
2016,25,T,0.000432
2016,26,T,0.000494
2016,27,T,0.000486
2016,28,T,0.000491
2016,29,T,0.000515
2016,30,T,0.000502
2016,31,T,0.00057
2016,32,T,0.000592
2016,33,T,0.000645
2016,34,T,0.000678
2016,35,T,0.000702
2016,36,T,0.000736
2016,37,T,0.000868
2016,38,T,0.000901
2016,39,T,0.001012
2016,40,T,0.001041
2016,41,T,0.00114
2016,42,T,0.001319
2016,43,T,0.001502
2016,44,T,0.001599
2016,45,T,0.001798
2016,46,T,0.001943
2016,47,T,0.002269
2016,48,T,0.002417
2016,49,T,0.002728
2016,50,T,0.002943
2016,51,T,0.003092
2016,52,T,0.003324
2016,53,T,0.003752
2016,54,T,0.004173
2016,55,T,0.004558
2016,56,T,0.005158
2016,57,T,0.005661
2016,58,T,0.006022
2016,59,T,0.006523
2016,60,T,0.007162
2016,61,T,0.00761
2016,62,T,0.008191
2016,63,T,0.008718
2016,64,T,0.009121
2016,65,T,0.009773
2016,66,T,0.010283
2016,67,T,0.010754
2016,68,T,0.011389
2016,69,T,0.012545
2016,70,T,0.013597
2016,71,T,0.014583
2016,72,T,0.015884
2016,73,T,0.017196
2016,74,T,0.018543
2016,75,T,0.020495
2016,76,T,0.022045
2016,77,T,0.024978
2016,78,T,0.028184
2016,79,T,0.031315
2016,80,T,0.035095
2016,81,T,0.040196
2016,82,T,0.045854
2016,83,T,0.053563
2016,84,T,0.061218
2016,85,T,0.06968
2016,86,T,0.079197
2016,87,T,0.090101
2016,88,T,0.102144
2016,89,T,0.117063
2016,90,T,0.134036
2016,91,T,0.148338
2016,92,T,0.170415
2016,93,T,0.191338
2016,94,T,0.214705
2016,95,T,0.241073
2016,96,T,0.266397
2016,97,T,0.293049
2016,98,T,0.324617
2016,99,T,0.349
2016,00,T,0.391813
2016,01,T,0.433351
2016,02,T,0.462356
2016,03,T,0.5466
2016,04,T,0.71362
2016,05,T,0.693939
2016,06,T,0.732169
2016,07,T,0.789475
2016,08,T,0.857356
2016,09,T,0.915525
2016,10+,T,1.062489
2017,0,T,0.003776
2017,1,T,0.000272
2017,2,T,0.00014
2017,3,T,0.000119
2017,4,T,8.7e-05
2017,5,T,8.8e-05
2017,6,T,7.6e-05
2017,7,T,7.4e-05
2017,8,T,5.6e-05
2017,9,T,4.3e-05
2017,10,T,6.7e-05
2017,11,T,8e-05
2017,12,T,7.5e-05
2017,13,T,8.5e-05
2017,14,T,0.000112
2017,15,T,0.000142
2017,16,T,0.000186
2017,17,T,0.000215
2017,18,T,0.000291
2017,19,T,0.000296
2017,20,T,0.00039
2017,21,T,0.000421
2017,22,T,0.000406
2017,23,T,0.000413
2017,24,T,0.000392
2017,25,T,0.00044
2017,26,T,0.000437
2017,27,T,0.000443
2017,28,T,0.000485
2017,29,T,0.000511
2017,30,T,0.000493
2017,31,T,0.00056
2017,32,T,0.000604
2017,33,T,0.000606
2017,34,T,0.000646
2017,35,T,0.000738
2017,36,T,0.000772
2017,37,T,0.000838
2017,38,T,0.000878
2017,39,T,0.000954
2017,40,T,0.001057
2017,41,T,0.001144
2017,42,T,0.001319
2017,43,T,0.001481
2017,44,T,0.001503
2017,45,T,0.001739
2017,46,T,0.001953
2017,47,T,0.002133
2017,48,T,0.002375
2017,49,T,0.0026
2017,50,T,0.002866
2017,51,T,0.00317
2017,52,T,0.003439
2017,53,T,0.003829
2017,54,T,0.004038
2017,55,T,0.004443
2017,56,T,0.004992
2017,57,T,0.005398
2017,58,T,0.0059
2017,59,T,0.00644
2017,60,T,0.00697
2017,61,T,0.007695
2017,62,T,0.00826
2017,63,T,0.008612
2017,64,T,0.00902
2017,65,T,0.009747
2017,66,T,0.010388
2017,67,T,0.010956
2017,68,T,0.0115
2017,69,T,0.012551
2017,70,T,0.013561
2017,71,T,0.014395
2017,72,T,0.01575
2017,73,T,0.01699
2017,74,T,0.018465
2017,75,T,0.020246
2017,76,T,0.022637
2017,77,T,0.024752
2017,78,T,0.028046
2017,79,T,0.030717
2017,80,T,0.034431
2017,81,T,0.039575
2017,82,T,0.045233
2017,83,T,0.051908
2017,84,T,0.061097
2017,85,T,0.068668
2017,86,T,0.079347
2017,87,T,0.091894
2017,88,T,0.102998
2017,89,T,0.118306
2017,90,T,0.134977
2017,91,T,0.152869
2017,92,T,0.172666
2017,93,T,0.194857
2017,94,T,0.219574
2017,95,T,0.245912
2017,96,T,0.274082
2017,97,T,0.289705
2017,98,T,0.334405
2017,99,T,0.349691
2017,00,T,0.37321
2017,01,T,0.406524
2017,02,T,0.47715
2017,03,T,0.500366
2017,04,T,0.625473
2017,05,T,0.807738
2017,06,T,0.904508
2017,07,T,1.027545
2017,08,T,1.146159
2017,09,T,1.303161
2017,10+,T,1.652985
2018,0,T,0.003816
2018,1,T,0.000254
2018,2,T,0.000162
2018,3,T,0.000117
2018,4,T,0.00011
2018,5,T,7.9e-05
2018,6,T,8e-05
2018,7,T,5.8e-05
2018,8,T,6.7e-05
2018,9,T,6.7e-05
2018,10,T,7.4e-05
2018,11,T,6.7e-05
2018,12,T,8.7e-05
2018,13,T,8.9e-05
2018,14,T,0.00011
2018,15,T,0.000153
2018,16,T,0.000184
2018,17,T,0.000196
2018,18,T,0.00027
2018,19,T,0.000343
2018,20,T,0.00035
2018,21,T,0.00043
2018,22,T,0.000383
2018,23,T,0.000402
2018,24,T,0.000426
2018,25,T,0.000455
2018,26,T,0.000432
2018,27,T,0.000409
2018,28,T,0.000443
2018,29,T,0.000563
2018,30,T,0.000509
2018,31,T,0.000517
2018,32,T,0.000568
2018,33,T,0.000617
2018,34,T,0.000691
2018,35,T,0.000723
2018,36,T,0.000801
2018,37,T,0.00088
2018,38,T,0.000893
2018,39,T,0.001025
2018,40,T,0.001076
2018,41,T,0.001177
2018,42,T,0.001272
2018,43,T,0.001438
2018,44,T,0.001629
2018,45,T,0.001786
2018,46,T,0.001908
2018,47,T,0.002077
2018,48,T,0.002303
2018,49,T,0.002639
2018,50,T,0.002822
2018,51,T,0.003136
2018,52,T,0.003337
2018,53,T,0.003715
2018,54,T,0.004051
2018,55,T,0.004389
2018,56,T,0.004974
2018,57,T,0.005338
2018,58,T,0.005716
2018,59,T,0.006278
2018,60,T,0.006747
2018,61,T,0.007352
2018,62,T,0.008047
2018,63,T,0.008602
2018,64,T,0.009117
2018,65,T,0.009564
2018,66,T,0.010322
2018,67,T,0.010847
2018,68,T,0.011927
2018,69,T,0.012416
2018,70,T,0.013146
2018,71,T,0.014447
2018,72,T,0.015532
2018,73,T,0.017009
2018,74,T,0.018681
2018,75,T,0.020204
2018,76,T,0.021982
2018,77,T,0.024758
2018,78,T,0.027157
2018,79,T,0.030901
2018,80,T,0.034
2018,81,T,0.039111
2018,82,T,0.043241
2018,83,T,0.050335
2018,84,T,0.058019
2018,85,T,0.068424
2018,86,T,0.078023
2018,87,T,0.089153
2018,88,T,0.101367
2018,89,T,0.116227
2018,90,T,0.132223
2018,91,T,0.14955
2018,92,T,0.167705
2018,93,T,0.189415
2018,94,T,0.212661
2018,95,T,0.239642
2018,96,T,0.27222
2018,97,T,0.296554
2018,98,T,0.32089
2018,99,T,0.357223
2018,00,T,0.39222
2018,01,T,0.410775
2018,02,T,0.427152
2018,03,T,0.492375
2018,04,T,0.580749
2018,05,T,1.285306
2018,06,T,0.775445
2018,07,T,0.823905
2018,08,T,0.893386
2018,09,T,0.958091
2018,10+,T,1.174969
2019,0,T,0.003749
2019,1,T,0.000271
2019,2,T,0.000191
2019,3,T,0.000106
2019,4,T,0.000108
2019,5,T,8.7e-05
2019,6,T,7.7e-05
2019,7,T,7.1e-05
2019,8,T,5.4e-05
2019,9,T,8.4e-05
2019,10,T,5.8e-05
2019,11,T,5.8e-05
2019,12,T,7.4e-05
2019,13,T,9.8e-05
2019,14,T,0.000106
2019,15,T,0.000151
2019,16,T,0.000189
2019,17,T,0.000214
2019,18,T,0.000334
2019,19,T,0.000327
2019,20,T,0.000348
2019,21,T,0.00036
2019,22,T,0.000375
2019,23,T,0.000394
2019,24,T,0.000388
2019,25,T,0.000387
2019,26,T,0.000514
2019,27,T,0.000448
2019,28,T,0.000511
2019,29,T,0.000491
2019,30,T,0.00055
2019,31,T,0.000552
2019,32,T,0.000599
2019,33,T,0.000633
2019,34,T,0.000662
2019,35,T,0.000748
2019,36,T,0.000776
2019,37,T,0.000866
2019,38,T,0.000935
2019,39,T,0.00099
2019,40,T,0.001027
2019,41,T,0.001137
2019,42,T,0.001199
2019,43,T,0.001368
2019,44,T,0.001512
2019,45,T,0.001657
2019,46,T,0.00183
2019,47,T,0.002103
2019,48,T,0.00228
2019,49,T,0.002524
2019,50,T,0.002809
2019,51,T,0.003042
2019,52,T,0.003438
2019,53,T,0.003668
2019,54,T,0.00385
2019,55,T,0.004316
2019,56,T,0.004618
2019,57,T,0.004936
2019,58,T,0.005573
2019,59,T,0.006156
2019,60,T,0.006645
2019,61,T,0.007295
2019,62,T,0.007691
2019,63,T,0.008438
2019,64,T,0.008884
2019,65,T,0.009655
2019,66,T,0.010213
2019,67,T,0.010908
2019,68,T,0.011493
2019,69,T,0.012452
2019,70,T,0.013279
2019,71,T,0.014438
2019,72,T,0.015404
2019,73,T,0.016499
2019,74,T,0.018431
2019,75,T,0.02013
2019,76,T,0.021824
2019,77,T,0.02438
2019,78,T,0.027005
2019,79,T,0.029792
2019,80,T,0.03429
2019,81,T,0.038329
2019,82,T,0.042696
2019,83,T,0.049094
2019,84,T,0.056887
2019,85,T,0.065488
2019,86,T,0.07638
2019,87,T,0.087855
2019,88,T,0.100409
2019,89,T,0.113845
2019,90,T,0.128075
2019,91,T,0.147538
2019,92,T,0.165972
2019,93,T,0.188564
2019,94,T,0.213147
2019,95,T,0.235979
2019,96,T,0.264248
2019,97,T,0.293538
2019,98,T,0.316142
2019,99,T,0.354389
2019,00,T,0.390864
2019,01,T,0.413956
2019,02,T,0.447308
2019,03,T,0.455102
2019,04,T,0.492093
2019,05,T,1.309704
2019,06,T,0.737349
2019,07,T,0.74035
2019,08,T,0.724115
2019,09,T,0.732666
2019,10+,T,0.749796
